,pdx,pdy,nan,nan1
3,,,-51.820198,-12.693656
4,,,-51.81963,-12.691735
5,,,-51.81913,-12.690345
6,,,-51.818707,-12.689333
7,,,-51.818356,-12.688593
8,,,-51.81807,-12.6880455
9,,,-51.817844,-12.68764
10,,,-51.81767,-12.687364
11,,,-51.817528,-12.687157
12,,,-51.81742,-12.686999
13,,,-51.817337,-12.68688
14,,,-51.817272,-12.6867895
15,,,-51.817226,-12.686719
16,,,-51.817184,-12.6866665
17,,,-51.817158,-12.6866255
18,,,-51.81714,-12.686591
19,,,-51.817123,-12.686566
0,,,-52.11374,-12.250861
1,,,-52.11333,-12.247053
2,,,-52.1128,-12.244266
3,,,-52.11225,-12.242216
4,,,-52.11174,-12.240705
5,,,-52.111294,-12.239603
6,,,-52.110916,-12.238806
7,,,-52.110607,-12.238227
8,,,-52.110355,-12.2378025
9,,,-52.110157,-12.237489
10,,,-52.11,-12.237261
11,,,-52.109882,-12.237105
12,,,-52.10979,-12.236988
13,,,-52.10972,-12.2369
14,,,-52.109665,-12.236834
15,,,-52.109623,-12.236782
16,,,-52.10959,-12.236743
17,,,-52.109566,-12.236712
18,,,-52.10955,-12.23669
19,,,-52.109535,-12.236671
0,,,-52.35839,-11.936647
1,,,-52.358135,-11.932946
2,,,-52.357807,-11.930231
3,,,-52.35747,-11.928232
4,,,-52.35716,-11.926757
5,,,-52.356888,-11.925688
6,,,-52.35666,-11.924914
7,,,-52.35647,-11.924349
8,,,-52.35632,-11.923933
9,,,-52.356197,-11.923627
10,,,-52.3561,-11.923413
11,,,-52.356026,-11.923258
12,,,-52.35597,-11.9231415
13,,,-52.355927,-11.923053
14,,,-52.355892,-11.922986
15,,,-52.355865,-11.922935
16,,,-52.35585,-11.922895
17,,,-52.35583,-11.922865
18,,,-52.35582,-11.92284
19,,,-52.355812,-11.922821
0,,,-52.368416,-11.613407
1,,,-52.368355,-11.61006
2,,,-52.368237,-11.607609
3,,,-52.368107,-11.605806
4,,,-52.367973,-11.604477
5,,,-52.36786,-11.603494
6,,,-52.367752,-11.602762
7,,,-52.367672,-11.602216
8,,,-52.3676,-11.601808
9,,,-52.367542,-11.6015005
10,,,-52.3675,-11.601267
11,,,-52.367466,-11.60109
12,,,-52.36744,-11.600956
13,,,-52.367416,-11.600853
14,,,-52.36741,-11.600773
15,,,-52.367397,-11.600712
16,,,-52.367386,-11.600664
17,,,-52.367382,-11.600628
18,,,-52.36738,-11.6006
19,,,-52.367374,-11.600577
0,,,-52.368183,-11.326421
1,,,-52.36823,-11.323706
2,,,-52.36818,-11.321754
3,,,-52.368095,-11.320348
4,,,-52.368015,-11.319339
5,,,-52.367935,-11.318609
6,,,-52.36787,-11.318077
7,,,-52.36781,-11.317687
8,,,-52.367764,-11.3174
9,,,-52.36772,-11.317185
10,,,-52.36769,-11.317024
11,,,-52.367672,-11.316902
12,,,-52.367653,-11.316808
13,,,-52.36764,-11.316736
14,,,-52.36763,-11.31668
15,,,-52.367626,-11.316636
16,,,-52.36762,-11.316602
17,,,-52.367615,-11.316575
18,,,-52.367615,-11.316554
19,,,-52.36761,-11.316536
0,,,-52.327583,-11.051092
1,,,-52.327724,-11.048601
2,,,-52.327667,-11.046838
3,,,-52.32754,-11.045593
4,,,-52.327385,-11.044707
5,,,-52.327225,-11.044074
6,,,-52.32708,-11.043618
7,,,-52.326946,-11.043286
8,,,-52.326843,-11.043043
9,,,-52.32675,-11.042863
10,,,-52.32668,-11.042727
11,,,-52.326626,-11.042625
12,,,-52.326584,-11.042546
13,,,-52.32655,-11.042486
14,,,-52.32653,-11.042438
15,,,-52.326508,-11.0424
16,,,-52.3265,-11.04237
17,,,-52.326492,-11.042347
18,,,-52.326485,-11.042327
19,,,-52.326485,-11.042312
0,,,-52.084938,-10.767491
1,,,-52.085083,-10.765194
2,,,-52.08497,-10.763574
3,,,-52.08478,-10.762437
4,,,-52.084557,-10.761633
5,,,-52.084335,-10.761062
6,,,-52.084133,-10.7606535
7,,,-52.083954,-10.760358
8,,,-52.083805,-10.760142
9,,,-52.083687,-10.759984
10,,,-52.08359,-10.759865
11,,,-52.083515,-10.759775
12,,,-52.083458,-10.7597065
13,,,-52.083416,-10.759653
14,,,-52.08338,-10.759611
15,,,-52.08336,-10.759578
16,,,-52.083344,-10.759552
17,,,-52.083332,-10.759531
18,,,-52.083324,-10.759514
19,,,-52.08332,-10.7595005
0,,,-51.662693,-10.51579
1,,,-51.662933,-10.513646
2,,,-51.66282,-10.512121
3,,,-51.66261,-10.5110445
4,,,-51.662354,-10.510276
5,,,-51.66209,-10.509727
6,,,-51.661846,-10.50933
7,,,-51.661636,-10.50904
8,,,-51.66146,-10.508827
9,,,-51.66132,-10.50867
10,,,-51.6612,-10.508551
11,,,-51.661114,-10.50846
12,,,-51.661045,-10.50839
13,,,-51.660995,-10.508337
14,,,-51.660954,-10.508295
15,,,-51.66093,-10.508262
16,,,-51.66091,-10.508235
17,,,-51.6609,-10.508214
18,,,-51.66089,-10.508198
19,,,-51.66088,-10.5081835
0,,,-51.21645,-10.2613945
1,,,-51.21676,-10.259674
2,,,-51.216663,-10.258457
3,,,-51.216446,-10.257601
4,,,-51.21617,-10.256993
5,,,-51.21588,-10.25656
6,,,-51.215614,-10.256248
7,,,-51.215378,-10.256022
8,,,-51.215176,-10.2558565
9,,,-51.215015,-10.255734
10,,,-51.21488,-10.255643
11,,,-51.21478,-10.255573
12,,,-51.214703,-10.25552
13,,,-51.21464,-10.255477
14,,,-51.2146,-10.2554455
15,,,-51.21457,-10.255419
16,,,-51.214546,-10.255398
17,,,-51.214527,-10.255382
18,,,-51.21452,-10.255369
19,,,-51.21451,-10.255358
0,,,-50.600536,-10.057758
1,,,-50.600815,-10.056273
2,,,-50.600674,-10.055223
3,,,-50.60041,-10.054484
4,,,-50.600082,-10.05396
5,,,-50.59975,-10.053586
6,,,-50.599445,-10.053316
7,,,-50.59918,-10.053122
8,,,-50.598953,-10.0529785
9,,,-50.598766,-10.052873
10,,,-50.598625,-10.0527935
11,,,-50.598507,-10.052733
12,,,-50.59842,-10.052687
13,,,-50.59836,-10.052651
14,,,-50.59831,-10.052624
15,,,-50.59827,-10.052601
16,,,-50.59825,-10.052583
17,,,-50.59823,-10.052569
18,,,-50.59822,-10.052558
19,,,-50.598213,-10.052548
0,,,-50.006035,-9.889028
1,,,-50.006435,-9.887726
2,,,-50.00633,-9.8868065
3,,,-50.006065,-9.886161
4,,,-50.00572,-9.885702
5,,,-50.00536,-9.885377
6,,,-50.005016,-9.885143
7,,,-50.004723,-9.884974
8,,,-50.004467,-9.88485
9,,,-50.00426,-9.884758
10,,,-50.004097,-9.884689
11,,,-50.003967,-9.884638
12,,,-50.00387,-9.884598
13,,,-50.00379,-9.884566
14,,,-50.00374,-9.884542
15,,,-50.003696,-9.884522
16,,,-50.00367,-9.884507
17,,,-50.00365,-9.884495
18,,,-50.00364,-9.884484
19,,,-50.003628,-9.884477
0,,,-49.253956,-9.735514
1,,,-49.254322,-9.734406
2,,,-49.25416,-9.733625
3,,,-49.25384,-9.733076
4,,,-49.253445,-9.732687
5,,,-49.253033,-9.732411
6,,,-49.252655,-9.732212
7,,,-49.25232,-9.732068
8,,,-49.25204,-9.731963
9,,,-49.251816,-9.731886
10,,,-49.251633,-9.731828
11,,,-49.251488,-9.731784
12,,,-49.25138,-9.73175
13,,,-49.251297,-9.731724
14,,,-49.251236,-9.731703
15,,,-49.25119,-9.731687
16,,,-49.25116,-9.731673
17,,,-49.25114,-9.731664
18,,,-49.251125,-9.731655
19,,,-49.251114,-9.731648
0,,,-48.458344,-9.606694
1,,,-48.458866,-9.605768
2,,,-48.458725,-9.605111
3,,,-48.45838,-9.604647
4,,,-48.45795,-9.604317
5,,,-48.457504,-9.604079
6,,,-48.45709,-9.603909
7,,,-48.456722,-9.603784
8,,,-48.456417,-9.603693
9,,,-48.45616,-9.603624
10,,,-48.45596,-9.603574
11,,,-48.455803,-9.603535
12,,,-48.45568,-9.603504
13,,,-48.45559,-9.603482
14,,,-48.45552,-9.603463
15,,,-48.455475,-9.603449
16,,,-48.45544,-9.603437
17,,,-48.455418,-9.603429
18,,,-48.4554,-9.603421
19,,,-48.45539,-9.6034155
0,,,-47.573517,-9.495045
1,,,-47.574345,-9.494463
2,,,-47.574356,-9.494043
3,,,-47.573933,-9.493741
4,,,-47.5734,-9.493521
5,,,-47.572903,-9.4933605
6,,,-47.57245,-9.493243
7,,,-47.572044,-9.493157
8,,,-47.571705,-9.493093
9,,,-47.571426,-9.493044
10,,,-47.571205,-9.493007
11,,,-47.57103,-9.492978
12,,,-47.5709,-9.492957
13,,,-47.570805,-9.49294
14,,,-47.57073,-9.492927
15,,,-47.57068,-9.492915
16,,,-47.570644,-9.492907
17,,,-47.570618,-9.4929
18,,,-47.570602,-9.492895
19,,,-47.570595,-9.49289
0,,,-46.56687,-9.4107485
1,,,-46.56767,-9.4105015
2,,,-46.567654,-9.410323
3,,,-46.56721,-9.410194
4,,,-46.566715,-9.410103
5,,,-46.566223,-9.410035
6,,,-46.56576,-9.4099865
7,,,-46.565357,-9.409951
8,,,-46.565014,-9.4099245
9,,,-46.56473,-9.4099045
10,,,-46.56451,-9.409889
11,,,-46.56433,-9.409877
12,,,-46.564198,-9.409868
13,,,-46.564102,-9.409861
14,,,-46.564026,-9.409856
15,,,-46.563976,-9.409851
16,,,-46.56394,-9.409848
17,,,-46.56391,-9.409844
18,,,-46.563896,-9.4098425
19,,,-46.56389,-9.409841
0,,,-45.55017,-9.386602
1,,,-45.555946,-9.386441
2,,,-45.559784,-9.386323
3,,,-45.5623,-9.386235
4,,,-45.56393,-9.386171
5,,,-45.56496,-9.386123
6,,,-45.565594,-9.386086
7,,,-45.565968,-9.38606
8,,,-45.566177,-9.386038
9,,,-45.566284,-9.386022
10,,,-45.56633,-9.38601
11,,,-45.566338,-9.386001
12,,,-45.56633,-9.385994
13,,,-45.56631,-9.385987
14,,,-45.566284,-9.385983
15,,,-45.56626,-9.38598
16,,,-45.566242,-9.385977
17,,,-45.566227,-9.385975
18,,,-45.56621,-9.385973
19,,,-45.566204,-9.385971
0,,,-44.509933,-9.443371
1,,,-44.51642,-9.442826
2,,,-44.520878,-9.442431
3,,,-44.523945,-9.442147
4,,,-44.526043,-9.441943
5,,,-44.52762,-9.441793
6,,,-44.528908,-9.441685
7,,,-44.529854,-9.441607
8,,,-44.530533,-9.441551
9,,,-44.531013,-9.44151
10,,,-44.53135,-9.441481
11,,,-44.53157,-9.44146
12,,,-44.53172,-9.441443
13,,,-44.53181,-9.441432
14,,,-44.531868,-9.441423
15,,,-44.5319,-9.441417
16,,,-44.531914,-9.441413
17,,,-44.531914,-9.441409
18,,,-44.53191,-9.441406
19,,,-44.531902,-9.441404
0,,,-43.472076,-9.549823
1,,,-43.478027,-9.548769
2,,,-43.48213,-9.548017
3,,,-43.485043,-9.547478
4,,,-43.487236,-9.547092
5,,,-43.488987,-9.546812
6,,,-43.490276,-9.546612
7,,,-43.491215,-9.546467
8,,,-43.491886,-9.546363
9,,,-43.49236,-9.546288
10,,,-43.492683,-9.546234
11,,,-43.4929,-9.546195
12,,,-43.493046,-9.546166
13,,,-43.493137,-9.546146
14,,,-43.49319,-9.546132
15,,,-43.493217,-9.546121
16,,,-43.49323,-9.546113
17,,,-43.493233,-9.546106
18,,,-43.49323,-9.546102
19,,,-43.49322,-9.546099
0,,,-42.470104,-9.679873
1,,,-42.47612,-9.67838
2,,,-42.4805,-9.677319
3,,,-42.48374,-9.676565
4,,,-42.486156,-9.676028
5,,,-42.488087,-9.675646
6,,,-42.4895,-9.675373
7,,,-42.49051,-9.67518
8,,,-42.491234,-9.675043
9,,,-42.491737,-9.674947
10,,,-42.492085,-9.674878
11,,,-42.492317,-9.6748295
12,,,-42.49247,-9.674794
13,,,-42.49256,-9.674769
14,,,-42.49262,-9.674752
15,,,-42.49265,-9.67474
16,,,-42.49266,-9.67473
17,,,-42.492664,-9.674724
18,,,-42.49266,-9.674719
19,,,-42.492653,-9.674715
0,,,-41.467957,-9.851371
1,,,-41.473854,-9.849477
2,,,-41.47812,-9.848131
3,,,-41.481316,-9.847173
4,,,-41.483765,-9.846488
5,,,-41.48567,-9.846
6,,,-41.487053,-9.845653
7,,,-41.488056,-9.845407
8,,,-41.488766,-9.845232
9,,,-41.489265,-9.845107
10,,,-41.489605,-9.845019
11,,,-41.489838,-9.844956
12,,,-41.489983,-9.844913
13,,,-41.490078,-9.84488
14,,,-41.490135,-9.844858
15,,,-41.490166,-9.844841
16,,,-41.490177,-9.844829
17,,,-41.49018,-9.844821
18,,,-41.490177,-9.844813
19,,,-41.49017,-9.844809
0,,,-40.48075,-10.065715
1,,,-40.48661,-10.063294
2,,,-40.490837,-10.061576
3,,,-40.49398,-10.060354
4,,,-40.4963,-10.059487
5,,,-40.498173,-10.058867
6,,,-40.499542,-10.058428
7,,,-40.500526,-10.058115
8,,,-40.50123,-10.057894
9,,,-40.50172,-10.057737
10,,,-40.502056,-10.057627
11,,,-40.50228,-10.057548
12,,,-40.502426,-10.057492
13,,,-40.502518,-10.057453
14,,,-40.502575,-10.057425
15,,,-40.502605,-10.057404
16,,,-40.502617,-10.057389
17,,,-40.50262,-10.057379
18,,,-40.502617,-10.05737
19,,,-40.50261,-10.057364
0,,,-39.493244,-10.286392
1,,,-39.499435,-10.283665
2,,,-39.50363,-10.281742
3,,,-39.5067,-10.280386
4,,,-39.508915,-10.2794285
5,,,-39.510506,-10.278756
6,,,-39.51176,-10.278278
7,,,-39.512707,-10.277941
8,,,-39.513374,-10.277702
9,,,-39.513844,-10.277535
10,,,-39.514168,-10.277418
11,,,-39.514385,-10.277335
12,,,-39.514526,-10.277276
13,,,-39.514614,-10.277236
14,,,-39.514664,-10.277206
15,,,-39.514694,-10.277185
16,,,-39.514706,-10.27717
17,,,-39.51471,-10.27716
18,,,-39.514706,-10.277151
19,,,-39.5147,-10.277145
0,,,-38.547585,-10.567891
1,,,-38.552868,-10.564733
2,,,-38.5567,-10.562489
3,,,-38.55952,-10.560896
4,,,-38.561573,-10.559768
5,,,-38.56323,-10.558962
6,,,-38.564453,-10.558391
7,,,-38.565334,-10.557984
8,,,-38.565964,-10.557696
9,,,-38.566402,-10.557493
10,,,-38.566704,-10.557348
11,,,-38.566906,-10.557247
12,,,-38.56704,-10.557175
13,,,-38.567123,-10.557123
14,,,-38.567173,-10.557087
15,,,-38.5672,-10.55706
16,,,-38.56721,-10.55704
17,,,-38.56721,-10.557027
18,,,-38.567207,-10.557016
19,,,-38.567204,-10.557009
0,,,-37.659252,-10.874459
1,,,-37.664482,-10.870737
2,,,-37.667946,-10.868123
3,,,-37.670464,-10.866281
4,,,-37.672283,-10.8649845
5,,,-37.673588,-10.864074
6,,,-37.67452,-10.863436
7,,,-37.675297,-10.862982
8,,,-37.67585,-10.862662
9,,,-37.676235,-10.862439
10,,,-37.6765,-10.862281
11,,,-37.676678,-10.862171
12,,,-37.676796,-10.862094
13,,,-37.67687,-10.862039
14,,,-37.67691,-10.862
15,,,-37.676937,-10.861974
16,,,-37.676945,-10.861953
17,,,-37.67695,-10.861938
18,,,-37.676945,-10.861928
19,,,-37.67694,-10.86192
0,,,-36.844166,-11.20968
1,,,-36.848415,-11.205616
2,,,-36.851227,-11.202763
3,,,-36.853245,-11.200755
4,,,-36.854706,-11.199343
5,,,-36.855747,-11.198353
6,,,-36.856483,-11.19766
7,,,-36.857082,-11.197169
8,,,-36.85752,-11.196824
9,,,-36.85783,-11.19658
10,,,-36.858044,-11.19641
11,,,-36.85819,-11.196291
12,,,-36.858284,-11.196208
13,,,-36.85834,-11.196149
14,,,-36.858376,-11.196107
15,,,-36.858395,-11.196077
16,,,-36.858402,-11.196056
17,,,-36.858402,-11.196042
18,,,-36.858402,-11.19603
19,,,-36.8584,-11.196021
0,,,-36.186222,-11.572589
1,,,-36.189587,-11.568153
2,,,-36.19182,-11.565042
3,,,-36.19338,-11.562857
4,,,-36.19451,-11.561324
5,,,-36.195316,-11.560249
6,,,-36.195885,-11.559499
7,,,-36.196304,-11.558973
8,,,-36.196644,-11.5586
9,,,-36.196884,-11.558339
10,,,-36.19705,-11.558156
11,,,-36.19716,-11.558029
12,,,-36.19723,-11.55794
13,,,-36.197277,-11.557877
14,,,-36.197308,-11.557831
15,,,-36.19732,-11.5578
16,,,-36.197327,-11.557777
17,,,-36.197327,-11.557761
18,,,-36.197327,-11.55775
19,,,-36.197323,-11.55774
0,,,-35.665897,-11.962871
1,,,-35.668415,-11.958096
2,,,-35.670082,-11.954743
3,,,-35.671257,-11.95239
4,,,-35.672108,-11.950736
5,,,-35.672714,-11.949578
6,,,-35.673145,-11.948769
7,,,-35.673466,-11.948199
8,,,-35.673725,-11.947796
9,,,-35.6739,-11.947514
10,,,-35.674026,-11.947316
11,,,-35.67411,-11.947178
12,,,-35.674164,-11.947081
13,,,-35.674202,-11.947012
14,,,-35.674217,-11.946964
15,,,-35.674232,-11.94693
16,,,-35.674236,-11.946905
17,,,-35.674236,-11.946888
18,,,-35.674236,-11.946876
19,,,-35.674232,-11.946865
0,,,-35.28049,-12.376475
1,,,-35.282425,-12.371274
2,,,-35.283714,-12.367636
3,,,-35.284565,-12.365104
4,,,-35.285152,-12.363341
5,,,-35.28557,-12.362117
6,,,-35.285862,-12.361267
7,,,-35.286064,-12.36068
8,,,-35.286205,-12.360274
9,,,-35.286297,-12.359995
10,,,-35.286377,-12.359798
11,,,-35.286434,-12.35966
12,,,-35.28647,-12.359565
13,,,-35.28649,-12.359498
14,,,-35.286507,-12.359452
15,,,-35.286514,-12.359419
16,,,-35.28652,-12.359396
17,,,-35.28652,-12.359379
18,,,-35.28652,-12.359366
19,,,-35.286514,-12.359358
0,,,-34.98386,-12.817561
1,,,-34.984943,-12.811815
2,,,-34.985672,-12.807804
3,,,-34.986156,-12.805026
4,,,-34.98648,-12.803119
5,,,-34.98669,-12.801813
6,,,-34.986828,-12.800925
7,,,-34.98691,-12.8003235
8,,,-34.986965,-12.799918
9,,,-34.987,-12.799645
10,,,-34.987022,-12.799463
11,,,-34.98703,-12.79934
12,,,-34.987038,-12.799258
13,,,-34.98704,-12.799202
14,,,-34.987045,-12.799165
15,,,-34.987045,-12.799138
16,,,-34.987045,-12.799121
17,,,-34.987045,-12.799109
18,,,-34.987045,-12.799101
19,,,-34.987045,-12.799093
0,,,-34.88994,-13.289641
1,,,-34.890053,-13.284439
2,,,-34.89012,-13.280705
3,,,-34.890163,-13.278014
4,,,-34.890182,-13.276065
5,,,-34.890194,-13.274647
6,,,-34.890194,-13.273608
7,,,-34.890194,-13.272845
8,,,-34.890194,-13.27228
9,,,-34.89019,-13.271859
10,,,-34.890186,-13.271545
11,,,-34.890182,-13.271309
12,,,-34.890182,-13.271131
13,,,-34.89018,-13.270994
14,,,-34.89018,-13.27089
15,,,-34.890175,-13.27081
16,,,-34.890175,-13.270749
17,,,-34.89017,-13.270701
18,,,-34.89017,-13.270664
19,,,-34.89017,-13.270636
0,,,-35.185974,-13.750947
1,,,-35.18607,-13.746013
2,,,-35.186096,-13.742444
3,,,-35.18609,-13.73985
4,,,-35.186058,-13.737954
5,,,-35.186024,-13.736565
6,,,-35.185986,-13.7355385
7,,,-35.185955,-13.734777
8,,,-35.18593,-13.73421
9,,,-35.1859,-13.733786
10,,,-35.185883,-13.733465
11,,,-35.185867,-13.733224
12,,,-35.185856,-13.73304
13,,,-35.185844,-13.732899
14,,,-35.185837,-13.732791
15,,,-35.185833,-13.732708
16,,,-35.18583,-13.732644
17,,,-35.185825,-13.7325945
18,,,-35.18582,-13.732556
19,,,-35.18582,-13.732526
0,,,-35.69352,-14.097036
1,,,-35.693607,-14.092948
2,,,-35.693592,-14.089987
3,,,-35.693535,-14.087834
4,,,-35.69345,-14.086262
5,,,-35.69337,-14.085107
6,,,-35.69329,-14.084255
7,,,-35.693222,-14.083623
8,,,-35.69317,-14.083151
9,,,-35.69312,-14.082788
10,,,-35.69308,-14.082508
11,,,-35.693047,-14.082294
12,,,-35.693024,-14.082135
13,,,-35.693005,-14.082012
14,,,-35.69299,-14.081921
15,,,-35.692974,-14.081851
16,,,-35.692966,-14.081798
17,,,-35.69296,-14.081757
18,,,-35.692955,-14.081726
19,,,-35.69295,-14.081701
0,,,-36.358997,-14.214451
1,,,-36.35906,-14.212203
2,,,-36.35899,-14.210557
3,,,-36.358856,-14.209356
4,,,-36.358696,-14.208481
5,,,-36.35854,-14.207845
6,,,-36.35839,-14.207383
7,,,-36.35826,-14.207047
8,,,-36.358154,-14.206804
9,,,-36.35806,-14.206628
10,,,-36.357986,-14.206501
11,,,-36.35793,-14.2064085
12,,,-36.357883,-14.206341
13,,,-36.357845,-14.206292
14,,,-36.35782,-14.206256
15,,,-36.3578,-14.20623
16,,,-36.357784,-14.206211
17,,,-36.357773,-14.206197
18,,,-36.35776,-14.206186
19,,,-36.357758,-14.206179
0,,,-36.942635,-14.406244
1,,,-36.942455,-14.404703
2,,,-36.94221,-14.403577
3,,,-36.941944,-14.402747
4,,,-36.941696,-14.402135
5,,,-36.941475,-14.40168
6,,,-36.941288,-14.401342
7,,,-36.94113,-14.401088
8,,,-36.94101,-14.400898
9,,,-36.94091,-14.400754
10,,,-36.940834,-14.400645
11,,,-36.94078,-14.400563
12,,,-36.94074,-14.400502
13,,,-36.94071,-14.400456
14,,,-36.940685,-14.400421
15,,,-36.940674,-14.400394
16,,,-36.940662,-14.400375
17,,,-36.940655,-14.400359
18,,,-36.940655,-14.400349
19,,,-36.94065,-14.400341
0,,,-37.83927,-14.442376
1,,,-37.839428,-14.441301
2,,,-37.839397,-14.440528
3,,,-37.83927,-14.439962
4,,,-37.8391,-14.439536
5,,,-37.838913,-14.439222
6,,,-37.838734,-14.43899
7,,,-37.838573,-14.438819
8,,,-37.838432,-14.438691
9,,,-37.838314,-14.438598
10,,,-37.838215,-14.438529
11,,,-37.838135,-14.438478
12,,,-37.838074,-14.438439
13,,,-37.838024,-14.438412
14,,,-37.837982,-14.43839
15,,,-37.837955,-14.4383745
16,,,-37.837933,-14.438362
17,,,-37.837914,-14.438354
18,,,-37.837902,-14.438347
19,,,-37.837894,-14.438342
0,,,-38.44056,-14.443018
1,,,-38.43997,-14.441965
2,,,-38.439182,-14.441214
3,,,-38.438362,-14.44068
4,,,-38.43759,-14.440301
5,,,-38.436913,-14.440037
6,,,-38.43633,-14.439847
7,,,-38.435844,-14.439711
8,,,-38.435444,-14.439611
9,,,-38.43512,-14.43954
10,,,-38.434868,-14.4394865
11,,,-38.43466,-14.4394455
12,,,-38.43451,-14.439417
13,,,-38.434383,-14.439394
14,,,-38.43429,-14.439378
15,,,-38.434223,-14.4393635
16,,,-38.434166,-14.439354
17,,,-38.434128,-14.439347
18,,,-38.434097,-14.439341
19,,,-38.434074,-14.439337
0,,,-39.174282,-14.406383
1,,,-39.173702,-14.403959
2,,,-39.172966,-14.402232
3,,,-39.172215,-14.401004
4,,,-39.171516,-14.400134
5,,,-39.1709,-14.399521
6,,,-39.170372,-14.39908
7,,,-39.169933,-14.39876
8,,,-39.16957,-14.398527
9,,,-39.16928,-14.3983555
10,,,-39.169052,-14.398231
11,,,-39.16887,-14.398134
12,,,-39.168728,-14.398064
13,,,-39.168617,-14.39801
14,,,-39.168533,-14.397969
15,,,-39.16847,-14.397938
16,,,-39.16842,-14.397913
17,,,-39.168385,-14.397894
18,,,-39.168358,-14.39788
19,,,-39.168335,-14.397869
0,,,-39.75599,-14.255217
1,,,-39.755394,-14.251556
2,,,-39.75462,-14.248879
3,,,-39.75382,-14.246915
4,,,-39.75308,-14.2455015
5,,,-39.75243,-14.244483
6,,,-39.75188,-14.243746
7,,,-39.751427,-14.243209
8,,,-39.75106,-14.242826
9,,,-39.75077,-14.242558
10,,,-39.750546,-14.242358
11,,,-39.750362,-14.2422085
12,,,-39.75022,-14.242098
13,,,-39.750114,-14.242013
14,,,-39.75003,-14.241949
15,,,-39.749966,-14.2419
16,,,-39.749916,-14.241863
17,,,-39.74988,-14.241834
18,,,-39.749855,-14.241812
19,,,-39.749836,-14.241794
0,,,-40.24256,-13.989094
1,,,-40.242027,-13.9850645
2,,,-40.241367,-13.982114
3,,,-40.240685,-13.979945
4,,,-40.24006,-13.978376
5,,,-40.23951,-13.977244
6,,,-40.23905,-13.976423
7,,,-40.23867,-13.975825
8,,,-40.23836,-13.975391
9,,,-40.23812,-13.97509
10,,,-40.237926,-13.974866
11,,,-40.237774,-13.9747
12,,,-40.23766,-13.974574
13,,,-40.237568,-13.974479
14,,,-40.237495,-13.974405
15,,,-40.237442,-13.97435
16,,,-40.237404,-13.974307
17,,,-40.237373,-13.974274
18,,,-40.23735,-13.974248
19,,,-40.23733,-13.974228
0,,,-40.820766,-13.6452055
1,,,-40.820343,-13.641616
2,,,-40.819756,-13.63898
3,,,-40.819134,-13.637035
4,,,-40.81855,-13.635617
5,,,-40.81804,-13.634591
6,,,-40.817604,-13.633843
7,,,-40.817238,-13.633295
8,,,-40.816944,-13.632891
9,,,-40.81671,-13.63261
10,,,-40.816525,-13.632402
11,,,-40.81638,-13.632247
12,,,-40.816265,-13.632131
13,,,-40.816177,-13.632042
14,,,-40.816113,-13.631974
15,,,-40.81606,-13.631922
16,,,-40.81602,-13.631881
17,,,-40.81599,-13.63185
18,,,-40.81597,-13.631826
19,,,-40.815956,-13.631807
0,,,-41.20771,-13.322447
1,,,-41.207222,-13.319529
2,,,-41.206615,-13.317389
3,,,-41.206005,-13.315821
4,,,-41.205444,-13.314694
5,,,-41.204956,-13.313881
6,,,-41.204548,-13.313291
7,,,-41.20421,-13.31286
8,,,-41.203938,-13.312561
9,,,-41.20372,-13.312344
10,,,-41.203552,-13.3121805
11,,,-41.203415,-13.31206
12,,,-41.20331,-13.311969
13,,,-41.20323,-13.3119
14,,,-41.20317,-13.311849
15,,,-41.20312,-13.311808
16,,,-41.203083,-13.311776
17,,,-41.20306,-13.311753
18,,,-41.20304,-13.311734
19,,,-41.203026,-13.311719
0,,,-41.753212,-13.066456
1,,,-41.75289,-13.062764
2,,,-41.752434,-13.060104
3,,,-41.751945,-13.058206
4,,,-41.75148,-13.056846
5,,,-41.751064,-13.055883
6,,,-41.75071,-13.0552
7,,,-41.75041,-13.054703
8,,,-41.75016,-13.054339
9,,,-41.749958,-13.054072
10,,,-41.7498,-13.053874
11,,,-41.749672,-13.053726
12,,,-41.749573,-13.053614
13,,,-41.749493,-13.053529
14,,,-41.74944,-13.053464
15,,,-41.749393,-13.053414
16,,,-41.749355,-13.053376
17,,,-41.749332,-13.053347
18,,,-41.74931,-13.053323
19,,,-41.749294,-13.053306
0,,,-42.294933,-12.830439
1,,,-42.2945,-12.82672
2,,,-42.293888,-12.823983
3,,,-42.29324,-12.82196
4,,,-42.29263,-12.820459
5,,,-42.292084,-12.819351
6,,,-42.29163,-12.818543
7,,,-42.291252,-12.817952
8,,,-42.290947,-12.817515
9,,,-42.290703,-12.817192
10,,,-42.290512,-12.816951
11,,,-42.290363,-12.816784
12,,,-42.29025,-12.81666
13,,,-42.29016,-12.8165655
14,,,-42.290092,-12.816494
15,,,-42.290043,-12.816439
16,,,-42.290005,-12.816397
17,,,-42.289974,-12.816364
18,,,-42.28995,-12.816338
19,,,-42.289932,-12.8163185
0,,,-42.586826,-12.462512
1,,,-42.58643,-12.45968
2,,,-42.585922,-12.457604
3,,,-42.585396,-12.45608
4,,,-42.584904,-12.454956
5,,,-42.584476,-12.454142
6,,,-42.584114,-12.453551
7,,,-42.583813,-12.453123
8,,,-42.583572,-12.452808
9,,,-42.58338,-12.452577
10,,,-42.583233,-12.4524145
11,,,-42.58312,-12.452297
12,,,-42.58303,-12.45221
13,,,-42.582962,-12.452145
